FirstName,LastName,GameDate,Team,Opponent,Minutes,Seconds,FieldGoals,FieldGoalsAttempted,ThreeFieldGoals,ThreeFieldGoalsAttempted,FreeThrows,FreeThrowsAttempted,OffensiveRebounds,DefensiveRebounds,Assists,Steals,Blocks,Turnovers,Fouls,PlusMinus
Brian,Roberts,Tue Jan 31 2017 00:00:00 GMT+0000 (UTC),CHA,POR,6,25,2,3,2,2,2,2,0,1,1,0,0,0,1,2
Ramon,Sessions,Tue Jan 31 2017 00:00:00 GMT+0000 (UTC),CHA,POR,13,0,0,2,0,0,6,6,0,1,2,0,0,2,0,-9
Spencer,Hawes,Tue Jan 31 2017 00:00:00 GMT+0000 (UTC),CHA,POR,16,21,4,9,0,2,0,0,1,3,2,0,0,0,1,-9
Marco,Belinelli,Tue Jan 31 2017 00:00:00 GMT+0000 (UTC),CHA,POR,23,45,3,6,0,0,0,0,0,1,1,0,0,0,2,-16
Frank,Kaminsky,Tue Jan 31 2017 00:00:00 GMT+0000 (UTC),CHA,POR,24,50,4,10,0,4,2,3,0,1,0,1,0,1,1,-8
Kemba,Walker,Tue Jan 31 2017 00:00:00 GMT+0000 (UTC),CHA,POR,32,26,8,18,3,7,3,3,0,3,5,2,0,2,0,-7
Nicolas,Batum,Tue Jan 31 2017 00:00:00 GMT+0000 (UTC),CHA,POR,33,52,6,12,4,6,2,4,0,8,6,0,0,4,0,-13
Roy,Hibbert,Tue Jan 31 2017 00:00:00 GMT+0000 (UTC),CHA,POR,12,47,1,3,0,0,0,0,1,6,0,0,2,0,2,-9
Marvin,Williams,Tue Jan 31 2017 00:00:00 GMT+0000 (UTC),CHA,POR,33,23,3,9,1,7,3,3,0,5,0,0,3,0,1,-9
Michael,Kidd-Gilchrist,Tue Jan 31 2017 00:00:00 GMT+0000 (UTC),CHA,POR,23,56,1,5,0,0,3,4,0,5,2,0,0,0,5,-13
Demetrius,Jackson,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),BOS,LAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Avery,Bradley,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),BOS,LAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James,Young,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),BOS,LAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,Mickey,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),BOS,LAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gerald,Green,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),BOS,LAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kelly,Olynyk,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),BOS,LAL,15,55,3,8,0,3,1,2,2,7,2,0,0,1,2,5
Terry,Rozier,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),BOS,LAL,17,37,4,4,2,2,0,0,1,3,2,0,0,2,0,6
Jonas,Jerebko,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),BOS,LAL,20,47,1,2,0,1,1,1,0,3,2,0,0,0,3,1
Tyler,Zeller,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),BOS,LAL,4,17,0,2,0,0,0,0,0,3,0,0,0,0,1,-1
Marcus,Smart,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),BOS,LAL,31,39,3,10,2,5,1,2,0,3,7,5,0,4,1,10
Isaiah,Thomas,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),BOS,LAL,37,41,13,24,5,11,7,7,0,2,4,1,0,6,2,3
Jaylen,Brown,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),BOS,LAL,32,16,3,7,1,2,5,6,1,6,1,0,0,0,3,-1
Al,Horford,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),BOS,LAL,30,45,4,11,1,4,2,4,2,6,8,0,1,2,2,1
Amir,Johnson,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),BOS,LAL,15,24,2,2,0,0,1,2,1,1,1,0,0,0,3,-5
Jae,Crowder,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),BOS,LAL,33,39,6,12,2,7,4,4,0,6,1,2,0,1,2,6
Metta,World Peace,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),LAL,BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thomas,Robinson,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),LAL,BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Julius,Randle,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),LAL,BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jose,Calderon,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),LAL,BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcelo,Huertas,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),LAL,BOS,8,25,1,1,1,1,0,0,0,1,2,0,0,0,0,1
Lou,Williams,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),LAL,BOS,23,4,5,14,3,9,8,10,0,4,4,0,0,1,0,1
Ivica,Zubac,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),LAL,BOS,4,26,0,0,0,0,1,2,0,2,0,0,0,1,0,-5
Larry,Nance Jr.,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),LAL,BOS,31,36,7,13,0,0,4,6,5,6,4,3,0,1,5,-9
Jordan,Clarkson,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),LAL,BOS,21,42,1,7,0,3,0,0,1,0,1,3,1,1,1,-3
Brandon,Ingram,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),LAL,BOS,32,36,5,10,2,4,2,2,1,5,1,0,0,2,2,-6
D'Angelo,Russell,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),LAL,BOS,32,12,8,20,2,9,2,2,1,5,6,1,1,2,3,-2
Nick,Young,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),LAL,BOS,33,8,6,14,5,10,0,0,1,2,3,2,1,1,4,-2
Timofey,Mozgov,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),LAL,BOS,14,58,1,4,0,0,2,2,1,5,1,0,0,1,4,4
Tarik,Black,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),LAL,BOS,17,33,2,6,0,0,0,2,4,2,1,0,0,1,4,2
Luol,Deng,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),LAL,BOS,20,20,1,5,1,2,0,0,1,5,1,0,0,1,0,-6
Steve,Novak,Wed Jan 25 2017 00:00:00 GMT+0000 (UTC),MIL,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Khris,Middleton,Wed Jan 25 2017 00:00:00 GMT+0000 (UTC),MIL,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rashad,Vaughn,Wed Jan 25 2017 00:00:00 GMT+0000 (UTC),MIL,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John,Henson,Wed Jan 25 2017 00:00:00 GMT+0000 (UTC),MIL,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael,Beasley,Wed Jan 25 2017 00:00:00 GMT+0000 (UTC),MIL,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thon,Maker,Wed Jan 25 2017 00:00:00 GMT+0000 (UTC),MIL,PHI,1,15,0,0,0,0,0,0,0,0,0,0,0,0,1,-1
Jason,Terry,Wed Jan 25 2017 00:00:00 GMT+0000 (UTC),MIL,PHI,10,20,1,1,0,0,0,0,0,0,1,0,0,3,3,5
Mirza,Teletovic,Wed Jan 25 2017 00:00:00 GMT+0000 (UTC),MIL,PHI,19,0,3,9,3,8,1,2,0,1,3,0,0,1,3,11
Greg,Monroe,Wed Jan 25 2017 00:00:00 GMT+0000 (UTC),MIL,PHI,29,50,11,17,0,0,6,7,6,3,2,1,0,4,2,9
Malcolm,Brogdon,Wed Jan 25 2017 00:00:00 GMT+0000 (UTC),MIL,PHI,25,45,3,7,1,2,3,4,1,1,7,2,0,2,2,14
Matthew,Dellavedova,Wed Jan 25 2017 00:00:00 GMT+0000 (UTC),MIL,PHI,29,9,4,10,1,2,0,0,0,0,5,2,0,2,2,-16
Tony,Snell,Wed Jan 25 2017 00:00:00 GMT+0000 (UTC),MIL,PHI,30,46,3,6,2,5,1,2,0,3,1,1,0,0,2,-13
Miles,Plumlee,Wed Jan 25 2017 00:00:00 GMT+0000 (UTC),MIL,PHI,16,55,2,6,0,0,0,0,1,5,0,1,1,2,4,-13
Jabari,Parker,Wed Jan 25 2017 00:00:00 GMT+0000 (UTC),MIL,PHI,37,34,8,16,0,4,4,5,1,3,2,0,3,3,3,-6
Giannis,Antetokounmpo,Wed Jan 25 2017 00:00:00 GMT+0000 (UTC),MIL,PHI,39,26,7,19,0,7,3,3,6,6,5,4,0,2,0,-15
Ben,Simmons,Wed Jan 25 2017 00:00:00 GMT+0000 (UTC),PHI,MIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jerryd,Bayless,Wed Jan 25 2017 00:00:00 GMT+0000 (UTC),PHI,MIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chasson,Randle,Wed Jan 25 2017 00:00:00 GMT+0000 (UTC),PHI,MIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jahlil,Okafor,Wed Jan 25 2017 00:00:00 GMT+0000 (UTC),PHI,MIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joel,Embiid,Wed Jan 25 2017 00:00:00 GMT+0000 (UTC),PHI,MIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dario,Saric,Wed Jan 25 2017 00:00:00 GMT+0000 (UTC),PHI,MIL,21,24,7,14,1,4,2,2,2,1,0,0,0,0,2,-6
Timothe,Luwawu-Cabarrot,Wed Jan 25 2017 00:00:00 GMT+0000 (UTC),PHI,MIL,11,6,1,1,0,0,0,0,0,0,1,0,0,0,2,-5
Sergio,Rodriguez,Wed Jan 25 2017 00:00:00 GMT+0000 (UTC),PHI,MIL,18,28,1,1,1,1,1,2,0,0,7,0,0,2,1,-2
Gerald,Henderson,Wed Jan 25 2017 00:00:00 GMT+0000 (UTC),PHI,MIL,23,54,7,11,2,4,4,4,0,2,4,0,0,3,0,4
Richaun,Holmes,Wed Jan 25 2017 00:00:00 GMT+0000 (UTC),PHI,MIL,19,58,3,4,0,1,3,3,2,6,1,1,0,4,3,6
T.J.,McConnell,Wed Jan 25 2017 00:00:00 GMT+0000 (UTC),PHI,MIL,29,32,3,5,1,1,0,0,0,3,13,3,0,3,1,7
Nik,Stauskas,Wed Jan 25 2017 00:00:00 GMT+0000 (UTC),PHI,MIL,25,50,4,7,3,5,0,0,0,0,2,1,0,1,5,-5
Nerlens,Noel,Wed Jan 25 2017 00:00:00 GMT+0000 (UTC),PHI,MIL,27,54,5,9,0,0,6,6,3,10,0,1,1,1,4,-1
Ersan,Ilyasova,Wed Jan 25 2017 00:00:00 GMT+0000 (UTC),PHI,MIL,26,44,6,14,3,5,2,4,1,8,2,1,0,2,0,11
Robert,Covington,Wed Jan 25 2017 00:00:00 GMT+0000 (UTC),PHI,MIL,35,10,3,9,1,5,4,4,1,4,2,2,3,5,3,16
Pau,Gasol,Sat Feb 04 2017 00:00:00 GMT+0000 (UTC),SAS,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bryn,Forbes,Sat Feb 04 2017 00:00:00 GMT+0000 (UTC),SAS,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dejounte,Murray,Sat Feb 04 2017 00:00:00 GMT+0000 (UTC),SAS,DEN,8,55,2,5,0,1,0,0,0,0,1,0,0,0,0,0
Kyle,Anderson,Sat Feb 04 2017 00:00:00 GMT+0000 (UTC),SAS,DEN,12,25,0,3,0,1,0,0,0,1,5,1,1,0,0,6
Joel,Anthony,Sat Feb 04 2017 00:00:00 GMT+0000 (UTC),SAS,DEN,14,34,1,1,0,0,0,0,1,1,1,0,0,0,1,3
Davis,Bertans,Sat Feb 04 2017 00:00:00 GMT+0000 (UTC),SAS,DEN,19,21,3,4,1,1,0,0,1,2,1,1,1,1,1,8
Jonathon,Simmons,Sat Feb 04 2017 00:00:00 GMT+0000 (UTC),SAS,DEN,21,40,7,10,1,1,3,4,0,4,2,0,1,2,2,3
Patty,Mills,Sat Feb 04 2017 00:00:00 GMT+0000 (UTC),SAS,DEN,16,6,4,6,2,2,0,0,0,4,1,0,0,0,2,5
Manu,Ginobili,Sat Feb 04 2017 00:00:00 GMT+0000 (UTC),SAS,DEN,10,7,5,6,4,5,4,4,0,1,0,1,0,2,1,2
David,Lee,Sat Feb 04 2017 00:00:00 GMT+0000 (UTC),SAS,DEN,20,33,0,5,0,0,1,2,2,3,4,2,0,0,2,6
Tony,Parker,Sat Feb 04 2017 00:00:00 GMT+0000 (UTC),SAS,DEN,22,59,8,8,0,0,2,2,0,0,4,3,0,3,2,19
Danny,Green,Sat Feb 04 2017 00:00:00 GMT+0000 (UTC),SAS,DEN,20,0,2,5,1,4,0,0,0,4,3,2,0,2,0,19
Dewayne,Dedmon,Sat Feb 04 2017 00:00:00 GMT+0000 (UTC),SAS,DEN,13,59,3,3,0,0,1,2,2,1,0,0,0,1,2,14
LaMarcus,Aldridge,Sat Feb 04 2017 00:00:00 GMT+0000 (UTC),SAS,DEN,27,33,4,10,0,0,4,4,0,5,2,1,3,1,2,17
Kawhi,Leonard,Sat Feb 04 2017 00:00:00 GMT+0000 (UTC),SAS,DEN,31,48,6,13,1,6,6,8,1,5,5,2,2,2,0,18
Danilo,Gallinari,Sat Feb 04 2017 00:00:00 GMT+0000 (UTC),DEN,SAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darrell,Arthur,Sat Feb 04 2017 00:00:00 GMT+0000 (UTC),DEN,SAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike,Miller,Sat Feb 04 2017 00:00:00 GMT+0000 (UTC),DEN,SAS,5,45,0,0,0,0,0,0,0,1,1,0,0,2,0,-2
Malik,Beasley,Sat Feb 04 2017 00:00:00 GMT+0000 (UTC),DEN,SAS,8,55,2,3,1,1,0,0,0,0,1,0,0,1,0,0
Johnny,O'Bryant III,Sat Feb 04 2017 00:00:00 GMT+0000 (UTC),DEN,SAS,8,55,2,3,1,1,0,0,0,2,0,0,0,1,1,0
Juan,Hernangomez,Sat Feb 04 2017 00:00:00 GMT+0000 (UTC),DEN,SAS,22,13,2,7,1,3,0,0,2,5,0,1,0,0,1,-7
Jamal,Murray,Sat Feb 04 2017 00:00:00 GMT+0000 (UTC),DEN,SAS,23,4,8,12,2,4,2,2,0,3,0,0,0,2,0,-8
Emmanuel,Mudiay,Sat Feb 04 2017 00:00:00 GMT+0000 (UTC),DEN,SAS,20,27,2,10,0,3,2,2,1,3,4,1,0,1,2,-4
Jusuf,Nurkic,Sat Feb 04 2017 00:00:00 GMT+0000 (UTC),DEN,SAS,23,41,4,8,0,0,1,4,5,3,2,1,1,0,3,-10
Will,Barton,Sat Feb 04 2017 00:00:00 GMT+0000 (UTC),DEN,SAS,24,42,3,9,0,2,0,0,1,2,5,1,0,3,2,-17
Jameer,Nelson,Sat Feb 04 2017 00:00:00 GMT+0000 (UTC),DEN,SAS,21,48,3,8,2,3,0,0,1,2,3,0,0,1,0,-18
Gary,Harris,Sat Feb 04 2017 00:00:00 GMT+0000 (UTC),DEN,SAS,24,56,4,9,0,1,0,0,1,3,3,2,0,0,0,-16
Nikola,Jokic,Sat Feb 04 2017 00:00:00 GMT+0000 (UTC),DEN,SAS,15,24,5,9,1,2,0,0,1,0,2,0,0,5,3,-14
Kenneth,Faried,Sat Feb 04 2017 00:00:00 GMT+0000 (UTC),DEN,SAS,14,23,2,3,0,0,0,2,4,0,0,0,0,0,4,-7
Wilson,Chandler,Sat Feb 04 2017 00:00:00 GMT+0000 (UTC),DEN,SAS,25,47,4,11,2,6,0,0,0,2,1,1,0,5,3,-17
Stephen,Zimmerman,Tue Jan 24 2017 00:00:00 GMT+0000 (UTC),ORL,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jodie,Meeks,Tue Jan 24 2017 00:00:00 GMT+0000 (UTC),ORL,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CJ,Wilcox,Tue Jan 24 2017 00:00:00 GMT+0000 (UTC),ORL,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evan,Fournier,Tue Jan 24 2017 00:00:00 GMT+0000 (UTC),ORL,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony,Brown,Tue Jan 24 2017 00:00:00 GMT+0000 (UTC),ORL,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D.J.,Augustin,Tue Jan 24 2017 00:00:00 GMT+0000 (UTC),ORL,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mario,Hezonja,Tue Jan 24 2017 00:00:00 GMT+0000 (UTC),ORL,CHI,13,9,1,3,1,2,0,0,0,4,2,1,0,1,1,8
Damjan,Rudez,Tue Jan 24 2017 00:00:00 GMT+0000 (UTC),ORL,CHI,12,35,3,5,2,4,0,0,0,1,0,0,0,1,2,-4
Bismack,Biyombo,Tue Jan 24 2017 00:00:00 GMT+0000 (UTC),ORL,CHI,15,30,1,3,0,0,0,0,0,4,0,0,0,1,1,-14
C.J.,Watson,Tue Jan 24 2017 00:00:00 GMT+0000 (UTC),ORL,CHI,23,18,3,6,0,1,1,2,1,2,6,0,0,1,2,-13
Elfrid,Payton,Tue Jan 24 2017 00:00:00 GMT+0000 (UTC),ORL,CHI,37,39,5,16,0,3,0,2,3,4,5,0,0,8,2,-9
Aaron,Gordon,Tue Jan 24 2017 00:00:00 GMT+0000 (UTC),ORL,CHI,35,40,5,12,1,3,2,3,4,2,2,0,0,1,3,-3
Nikola,Vucevic,Tue Jan 24 2017 00:00:00 GMT+0000 (UTC),ORL,CHI,32,30,8,16,0,1,4,5,2,6,2,2,0,3,1,5
Serge,Ibaka,Tue Jan 24 2017 00:00:00 GMT+0000 (UTC),ORL,CHI,35,25,6,13,3,5,1,1,1,7,0,3,2,1,3,-5
Jeff,Green,Tue Jan 24 2017 00:00:00 GMT+0000 (UTC),ORL,CHI,34,15,3,11,0,3,7,7,1,6,1,1,0,2,3,-10
Isaiah,Canaan,Tue Jan 24 2017 00:00:00 GMT+0000 (UTC),CHI,ORL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Denzel,Valentine,Tue Jan 24 2017 00:00:00 GMT+0000 (UTC),CHI,ORL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bobby,Portis,Tue Jan 24 2017 00:00:00 GMT+0000 (UTC),CHI,ORL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael,Carter-Williams,Tue Jan 24 2017 00:00:00 GMT+0000 (UTC),CHI,ORL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Doug,McDermott,Tue Jan 24 2017 00:00:00 GMT+0000 (UTC),CHI,ORL,17,6,4,7,4,6,0,0,0,1,1,0,1,0,1,15
Cristiano,Felicio,Tue Jan 24 2017 00:00:00 GMT+0000 (UTC),CHI,ORL,20,31,4,6,0,0,4,6,1,9,0,0,0,0,1,10
Rajon,Rondo,Tue Jan 24 2017 00:00:00 GMT+0000 (UTC),CHI,ORL,14,36,2,3,0,1,0,0,0,1,3,1,0,1,2,5
Nikola,Mirotic,Tue Jan 24 2017 00:00:00 GMT+0000 (UTC),CHI,ORL,19,29,1,5,0,3,2,2,0,3,0,1,1,2,2,18
Paul,Zipser,Tue Jan 24 2017 00:00:00 GMT+0000 (UTC),CHI,ORL,19,47,1,4,1,3,2,2,0,1,0,0,1,2,2,6
Jerian,Grant,Tue Jan 24 2017 00:00:00 GMT+0000 (UTC),CHI,ORL,19,57,1,4,1,4,4,5,0,3,0,0,0,3,2,-10
Dwyane,Wade,Tue Jan 24 2017 00:00:00 GMT+0000 (UTC),CHI,ORL,33,42,9,23,1,1,2,2,2,5,3,7,1,3,3,7
Robin,Lopez,Tue Jan 24 2017 00:00:00 GMT+0000 (UTC),CHI,ORL,27,29,4,5,0,0,0,0,1,3,0,0,1,1,3,-1
Taj,Gibson,Tue Jan 24 2017 00:00:00 GMT+0000 (UTC),CHI,ORL,28,31,2,6,0,1,3,6,0,6,1,0,1,1,3,-9
Jimmy,Butler,Tue Jan 24 2017 00:00:00 GMT+0000 (UTC),CHI,ORL,38,52,7,14,0,3,6,7,2,6,4,4,0,0,0,4
Michael,Gbinije,Mon Jan 23 2017 00:00:00 GMT+0000 (UTC),DET,SAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Henry,Ellenson,Mon Jan 23 2017 00:00:00 GMT+0000 (UTC),DET,SAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beno,Udrih,Mon Jan 23 2017 00:00:00 GMT+0000 (UTC),DET,SAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boban,Marjanovic,Mon Jan 23 2017 00:00:00 GMT+0000 (UTC),DET,SAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darrun,Hilliard,Mon Jan 23 2017 00:00:00 GMT+0000 (UTC),DET,SAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reggie,Bullock,Mon Jan 23 2017 00:00:00 GMT+0000 (UTC),DET,SAC,11,21,3,6,1,4,0,0,0,4,1,0,0,0,0,-10
Stanley,Johnson,Mon Jan 23 2017 00:00:00 GMT+0000 (UTC),DET,SAC,3,6,1,1,0,0,0,0,0,0,0,0,0,0,1,-10
Ish,Smith,Mon Jan 23 2017 00:00:00 GMT+0000 (UTC),DET,SAC,13,3,1,2,0,0,0,0,0,2,3,1,0,2,1,-10
Aron,Baynes,Mon Jan 23 2017 00:00:00 GMT+0000 (UTC),DET,SAC,13,50,2,3,0,0,0,0,1,0,1,1,0,2,3,-10
Tobias,Harris,Mon Jan 23 2017 00:00:00 GMT+0000 (UTC),DET,SAC,25,50,7,11,1,3,0,0,2,2,1,0,0,2,2,-3
Reggie,Jackson,Mon Jan 23 2017 00:00:00 GMT+0000 (UTC),DET,SAC,34,57,6,12,3,5,3,4,1,2,11,0,0,4,5,5
Kentavious,Caldwell-Pope,Mon Jan 23 2017 00:00:00 GMT+0000 (UTC),DET,SAC,36,39,4,14,1,8,5,6,0,5,4,3,1,0,0,5
Andre,Drummond,Mon Jan 23 2017 00:00:00 GMT+0000 (UTC),DET,SAC,36,3,6,11,0,1,2,5,2,10,1,3,0,3,4,3
Jon,Leuer,Mon Jan 23 2017 00:00:00 GMT+0000 (UTC),DET,SAC,27,35,6,11,3,4,0,0,0,4,4,0,0,2,5,8
Marcus,Morris,Mon Jan 23 2017 00:00:00 GMT+0000 (UTC),DET,SAC,37,36,5,11,1,3,2,2,0,3,1,0,0,0,0,-3
Rudy,Gay,Mon Jan 23 2017 00:00:00 GMT+0000 (UTC),SAC,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Omri,Casspi,Mon Jan 23 2017 00:00:00 GMT+0000 (UTC),SAC,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgios,Papagiannis,Mon Jan 23 2017 00:00:00 GMT+0000 (UTC),SAC,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben,McLemore,Mon Jan 23 2017 00:00:00 GMT+0000 (UTC),SAC,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Skal,Labissiere,Mon Jan 23 2017 00:00:00 GMT+0000 (UTC),SAC,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malachi,Richardson,Mon Jan 23 2017 00:00:00 GMT+0000 (UTC),SAC,DET,13,35,2,4,0,0,1,2,0,0,1,1,0,0,0,3
Willie,Cauley-Stein,Mon Jan 23 2017 00:00:00 GMT+0000 (UTC),SAC,DET,21,15,5,8,0,0,2,2,3,2,0,1,1,0,0,9
Ty,Lawson,Mon Jan 23 2017 00:00:00 GMT+0000 (UTC),SAC,DET,22,41,7,11,1,2,4,4,2,1,6,1,0,0,2,-5
Matt,Barnes,Mon Jan 23 2017 00:00:00 GMT+0000 (UTC),SAC,DET,25,19,4,9,1,3,1,1,1,7,2,1,0,2,3,-3
Anthony,Tolliver,Mon Jan 23 2017 00:00:00 GMT+0000 (UTC),SAC,DET,24,17,2,4,1,2,1,2,1,1,1,1,0,0,1,9
Darren,Collison,Mon Jan 23 2017 00:00:00 GMT+0000 (UTC),SAC,DET,25,36,4,5,2,2,2,2,0,4,3,1,0,3,1,7
Arron,Afflalo,Mon Jan 23 2017 00:00:00 GMT+0000 (UTC),SAC,DET,28,39,2,9,2,7,0,0,0,2,2,0,0,0,0,11
Kosta,Koufos,Mon Jan 23 2017 00:00:00 GMT+0000 (UTC),SAC,DET,12,0,3,5,0,0,0,0,0,3,0,0,0,1,3,-4
DeMarcus,Cousins,Mon Jan 23 2017 00:00:00 GMT+0000 (UTC),SAC,DET,32,13,8,21,1,3,5,8,2,11,6,3,2,6,2,-4
Garrett,Temple,Mon Jan 23 2017 00:00:00 GMT+0000 (UTC),SAC,DET,34,25,3,6,1,2,4,5,1,2,4,1,0,2,3,2
Rodney,Stuckey,Mon Jan 23 2017 00:00:00 GMT+0000 (UTC),IND,NYK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron,Brooks,Mon Jan 23 2017 00:00:00 GMT+0000 (UTC),IND,NYK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georges,Niang,Mon Jan 23 2017 00:00:00 GMT+0000 (UTC),IND,NYK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rakeem,Christmas,Mon Jan 23 2017 00:00:00 GMT+0000 (UTC),IND,NYK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lavoy,Allen,Mon Jan 23 2017 00:00:00 GMT+0000 (UTC),IND,NYK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe,Young,Mon Jan 23 2017 00:00:00 GMT+0000 (UTC),IND,NYK,5,59,0,2,0,0,1,2,0,0,1,0,0,0,0,-5
Kevin,Seraphin,Mon Jan 23 2017 00:00:00 GMT+0000 (UTC),IND,NYK,4,57,1,2,0,0,0,0,0,1,0,0,0,0,0,1
Glenn,Robinson III,Mon Jan 23 2017 00:00:00 GMT+0000 (UTC),IND,NYK,18,23,3,3,0,0,0,0,1,2,0,2,0,1,3,-16
Monta,Ellis,Mon Jan 23 2017 00:00:00 GMT+0000 (UTC),IND,NYK,24,1,1,6,0,1,4,4,0,3,3,0,0,2,0,6
Al,Jefferson,Mon Jan 23 2017 00:00:00 GMT+0000 (UTC),IND,NYK,19,19,5,8,0,0,3,4,1,2,0,0,1,1,2,-6
Jeff,Teague,Mon Jan 23 2017 00:00:00 GMT+0000 (UTC),IND,NYK,35,41,3,9,1,3,0,2,0,4,7,0,0,3,4,-2
CJ,Miles,Mon Jan 23 2017 00:00:00 GMT+0000 (UTC),IND,NYK,34,4,4,14,2,9,0,0,1,2,1,0,1,0,0,-1
Myles,Turner,Mon Jan 23 2017 00:00:00 GMT+0000 (UTC),IND,NYK,28,18,8,12,0,2,6,6,2,8,0,0,2,1,4,2
Thaddeus,Young,Mon Jan 23 2017 00:00:00 GMT+0000 (UTC),IND,NYK,30,43,2,6,1,1,0,0,1,2,3,3,0,0,4,-10
