FirstName,LastName,GameDate,Team,Opponent,Minutes,Seconds,FieldGoals,FieldGoalsAttempted,ThreeFieldGoals,ThreeFieldGoalsAttempted,FreeThrows,FreeThrowsAttempted,OffensiveRebounds,DefensiveRebounds,Assists,Steals,Blocks,Turnovers,Fouls,PlusMinus
Dejounte,Murray,Sat Jan 21 2017 00:00:00 GMT+0000 (UTC),SAS,CLE,22,4,7,10,0,0,0,0,0,2,5,0,0,2,0,1
Danny,Green,Sat Jan 21 2017 00:00:00 GMT+0000 (UTC),SAS,CLE,32,27,2,5,2,5,0,0,0,2,2,0,0,0,4,10
David,Lee,Sat Jan 21 2017 00:00:00 GMT+0000 (UTC),SAS,CLE,36,19,7,11,0,0,0,0,3,8,3,0,1,1,3,-8
LaMarcus,Aldridge,Sat Jan 21 2017 00:00:00 GMT+0000 (UTC),SAS,CLE,41,55,7,14,0,0,2,4,4,8,6,0,2,1,2,-2
Kawhi,Leonard,Sat Jan 21 2017 00:00:00 GMT+0000 (UTC),SAS,CLE,45,59,15,30,3,8,8,8,0,6,5,1,1,6,3,3
Chris,McCullough,Sun Feb 05 2017 00:00:00 GMT+0000 (UTC),BKN,TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeremy,Lin,Sun Feb 05 2017 00:00:00 GMT+0000 (UTC),BKN,TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luis,Scola,Sun Feb 05 2017 00:00:00 GMT+0000 (UTC),BKN,TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caris,LeVert,Sun Feb 05 2017 00:00:00 GMT+0000 (UTC),BKN,TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quincy,Acy,Sun Feb 05 2017 00:00:00 GMT+0000 (UTC),BKN,TOR,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,-3
Justin,Hamilton,Sun Feb 05 2017 00:00:00 GMT+0000 (UTC),BKN,TOR,18,58,4,7,0,3,0,0,2,4,1,1,2,0,1,-9
Sean,Kilpatrick,Sun Feb 05 2017 00:00:00 GMT+0000 (UTC),BKN,TOR,31,44,5,10,5,9,3,3,0,5,0,1,0,5,3,-10
Trevor,Booker,Sun Feb 05 2017 00:00:00 GMT+0000 (UTC),BKN,TOR,25,40,7,13,1,1,0,2,2,8,2,3,0,1,3,7
Spencer,Dinwiddie,Sun Feb 05 2017 00:00:00 GMT+0000 (UTC),BKN,TOR,21,24,1,2,1,1,4,4,0,0,3,1,1,2,1,-2
Joe,Harris,Sun Feb 05 2017 00:00:00 GMT+0000 (UTC),BKN,TOR,24,10,1,6,1,4,0,0,0,4,0,0,0,1,3,1
Isaiah,Whitehead,Sun Feb 05 2017 00:00:00 GMT+0000 (UTC),BKN,TOR,14,53,1,4,0,1,0,0,0,1,1,0,0,1,1,-6
Randy,Foye,Sun Feb 05 2017 00:00:00 GMT+0000 (UTC),BKN,TOR,24,36,1,1,1,1,0,0,0,0,5,0,1,0,1,-4
Brook,Lopez,Sun Feb 05 2017 00:00:00 GMT+0000 (UTC),BKN,TOR,29,41,6,17,1,4,7,8,2,5,3,1,2,4,4,3
Rondae,Hollis-Jefferson,Sun Feb 05 2017 00:00:00 GMT+0000 (UTC),BKN,TOR,19,41,2,4,0,1,2,2,1,5,2,1,1,2,2,-16
Bojan,Bogdanovic,Sun Feb 05 2017 00:00:00 GMT+0000 (UTC),BKN,TOR,27,13,4,11,3,8,2,2,0,3,2,0,0,5,0,-6
DeMar,DeRozan,Sun Feb 05 2017 00:00:00 GMT+0000 (UTC),TOR,BKN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bruno,Caboclo,Sun Feb 05 2017 00:00:00 GMT+0000 (UTC),TOR,BKN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delon,Wright,Sun Feb 05 2017 00:00:00 GMT+0000 (UTC),TOR,BKN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patrick,Patterson,Sun Feb 05 2017 00:00:00 GMT+0000 (UTC),TOR,BKN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cory,Joseph,Sun Feb 05 2017 00:00:00 GMT+0000 (UTC),TOR,BKN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakob,Poeltl,Sun Feb 05 2017 00:00:00 GMT+0000 (UTC),TOR,BKN,7,20,0,1,0,0,0,0,0,0,0,0,0,0,2,-5
Jared,Sullinger,Sun Feb 05 2017 00:00:00 GMT+0000 (UTC),TOR,BKN,4,51,0,0,0,0,0,0,0,1,0,0,0,0,0,-5
Fred,VanVleet,Sun Feb 05 2017 00:00:00 GMT+0000 (UTC),TOR,BKN,20,27,2,10,0,3,6,6,0,3,4,0,0,1,1,-3
Terrence,Ross,Sun Feb 05 2017 00:00:00 GMT+0000 (UTC),TOR,BKN,26,14,7,11,3,4,0,0,1,2,2,0,1,1,0,8
Lucas,Nogueira,Sun Feb 05 2017 00:00:00 GMT+0000 (UTC),TOR,BKN,21,53,4,6,0,1,0,0,1,4,0,2,1,1,2,-4
Kyle,Lowry,Sun Feb 05 2017 00:00:00 GMT+0000 (UTC),TOR,BKN,39,21,5,13,0,5,5,6,0,11,11,1,0,2,4,5
Norman,Powell,Sun Feb 05 2017 00:00:00 GMT+0000 (UTC),TOR,BKN,33,24,5,14,0,1,0,0,4,2,3,0,1,1,2,8
Jonas,Valanciunas,Sun Feb 05 2017 00:00:00 GMT+0000 (UTC),TOR,BKN,25,40,9,17,0,0,4,4,0,5,0,1,0,2,4,13
Pascal,Siakam,Sun Feb 05 2017 00:00:00 GMT+0000 (UTC),TOR,BKN,29,18,2,4,0,0,2,2,1,5,0,1,0,2,3,15
DeMarre,Carroll,Sun Feb 05 2017 00:00:00 GMT+0000 (UTC),TOR,BKN,31,32,6,11,2,5,1,2,1,4,1,3,1,1,0,13
Quincy,Pondexter,Mon Jan 23 2017 00:00:00 GMT+0000 (UTC),NOP,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony,Davis,Mon Jan 23 2017 00:00:00 GMT+0000 (UTC),NOP,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tim,Frazier,Mon Jan 23 2017 00:00:00 GMT+0000 (UTC),NOP,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Omer,Asik,Mon Jan 23 2017 00:00:00 GMT+0000 (UTC),NOP,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexis,Ajinca,Mon Jan 23 2017 00:00:00 GMT+0000 (UTC),NOP,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheick,Diallo,Mon Jan 23 2017 00:00:00 GMT+0000 (UTC),NOP,CLE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
Tyreke,Evans,Mon Jan 23 2017 00:00:00 GMT+0000 (UTC),NOP,CLE,11,35,3,8,1,3,2,2,0,2,4,0,0,1,2,-2
Langston,Galloway,Mon Jan 23 2017 00:00:00 GMT+0000 (UTC),NOP,CLE,29,11,3,9,3,8,3,3,1,4,2,1,0,0,3,16
Donatas,Motiejunas,Mon Jan 23 2017 00:00:00 GMT+0000 (UTC),NOP,CLE,23,40,5,8,2,3,2,4,1,3,1,1,1,2,2,15
E'Twaun,Moore,Mon Jan 23 2017 00:00:00 GMT+0000 (UTC),NOP,CLE,24,25,2,8,0,3,1,2,1,3,1,1,1,0,2,4
Jrue,Holiday,Mon Jan 23 2017 00:00:00 GMT+0000 (UTC),NOP,CLE,39,24,12,19,4,7,5,5,0,6,10,3,2,3,5,-4
Buddy,Hield,Mon Jan 23 2017 00:00:00 GMT+0000 (UTC),NOP,CLE,17,39,1,4,1,2,0,0,0,2,1,0,1,1,1,-1
Terrence,Jones,Mon Jan 23 2017 00:00:00 GMT+0000 (UTC),NOP,CLE,35,45,13,18,3,4,7,10,3,8,1,2,3,1,1,-1
Dante,Cunningham,Mon Jan 23 2017 00:00:00 GMT+0000 (UTC),NOP,CLE,30,30,4,10,2,7,1,2,1,5,2,0,1,0,3,-9
Solomon,Hill,Mon Jan 23 2017 00:00:00 GMT+0000 (UTC),NOP,CLE,27,49,0,3,0,2,1,2,0,2,4,0,2,0,3,-1
JR,Smith,Mon Jan 23 2017 00:00:00 GMT+0000 (UTC),CLE,NOP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris,Andersen,Mon Jan 23 2017 00:00:00 GMT+0000 (UTC),CLE,NOP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,McRae,Mon Jan 23 2017 00:00:00 GMT+0000 (UTC),CLE,NOP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James,Jones,Mon Jan 23 2017 00:00:00 GMT+0000 (UTC),CLE,NOP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kay,Felder,Mon Jan 23 2017 00:00:00 GMT+0000 (UTC),CLE,NOP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeAndre,Liggins,Mon Jan 23 2017 00:00:00 GMT+0000 (UTC),CLE,NOP,7,38,0,1,0,0,0,0,0,1,0,1,0,1,1,-14
Channing,Frye,Mon Jan 23 2017 00:00:00 GMT+0000 (UTC),CLE,NOP,5,15,1,4,1,3,0,0,1,0,0,0,1,0,2,-7
Kyle,Korver,Mon Jan 23 2017 00:00:00 GMT+0000 (UTC),CLE,NOP,26,16,2,4,1,2,0,0,0,4,0,0,0,0,0,7
Richard,Jefferson,Mon Jan 23 2017 00:00:00 GMT+0000 (UTC),CLE,NOP,22,9,2,5,1,3,0,2,0,2,0,0,0,1,6,0
Kyrie,Irving,Mon Jan 23 2017 00:00:00 GMT+0000 (UTC),CLE,NOP,41,38,15,28,8,14,11,11,0,2,4,2,1,0,4,11
Iman,Shumpert,Mon Jan 23 2017 00:00:00 GMT+0000 (UTC),CLE,NOP,27,58,4,10,2,6,0,0,0,2,2,1,0,0,1,-4
Tristan,Thompson,Mon Jan 23 2017 00:00:00 GMT+0000 (UTC),CLE,NOP,27,51,1,5,0,0,0,0,2,5,0,0,1,0,3,-3
Kevin,Love,Mon Jan 23 2017 00:00:00 GMT+0000 (UTC),CLE,NOP,37,33,7,15,1,5,7,8,6,10,6,0,0,3,1,6
LeBron,James,Mon Jan 23 2017 00:00:00 GMT+0000 (UTC),CLE,NOP,43,43,11,21,1,4,3,4,2,8,12,2,0,6,2,-11
Ian,Mahinmi,Sat Jan 14 2017 00:00:00 GMT+0000 (UTC),WAS,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Danuel,House,Sat Jan 14 2017 00:00:00 GMT+0000 (UTC),WAS,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcus,Thornton,Sat Jan 14 2017 00:00:00 GMT+0000 (UTC),WAS,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel,Ochefu,Sat Jan 14 2017 00:00:00 GMT+0000 (UTC),WAS,PHI,3,4,1,1,0,0,0,0,0,0,0,0,0,1,2,-6
Sheldon,McClellan,Sat Jan 14 2017 00:00:00 GMT+0000 (UTC),WAS,PHI,6,52,0,2,0,1,1,2,0,0,1,1,0,0,0,-8
Trey,Burke,Sat Jan 14 2017 00:00:00 GMT+0000 (UTC),WAS,PHI,17,58,2,5,0,2,0,0,0,3,4,0,0,1,0,0
Tomas,Satoransky,Sat Jan 14 2017 00:00:00 GMT+0000 (UTC),WAS,PHI,21,4,0,3,0,0,4,4,2,2,2,1,0,0,0,-2
Andrew,Nicholson,Sat Jan 14 2017 00:00:00 GMT+0000 (UTC),WAS,PHI,10,0,2,5,0,0,0,0,1,0,0,1,0,0,2,2
Kelly,Oubre Jr.,Sat Jan 14 2017 00:00:00 GMT+0000 (UTC),WAS,PHI,27,27,3,6,0,2,0,0,0,2,0,2,0,0,1,6
Jason,Smith,Sat Jan 14 2017 00:00:00 GMT+0000 (UTC),WAS,PHI,13,12,3,6,1,1,0,0,2,2,1,0,1,1,5,-4
John,Wall,Sat Jan 14 2017 00:00:00 GMT+0000 (UTC),WAS,PHI,30,2,9,17,3,4,4,5,2,5,7,2,0,3,1,14
Bradley,Beal,Sat Jan 14 2017 00:00:00 GMT+0000 (UTC),WAS,PHI,26,56,8,15,2,3,2,2,0,4,1,1,0,1,1,16
Marcin,Gortat,Sat Jan 14 2017 00:00:00 GMT+0000 (UTC),WAS,PHI,22,51,6,9,0,0,0,1,2,8,0,0,1,1,2,24
Markieff,Morris,Sat Jan 14 2017 00:00:00 GMT+0000 (UTC),WAS,PHI,30,15,6,10,2,2,0,0,0,9,1,0,0,3,4,14
Otto,Porter Jr.,Sat Jan 14 2017 00:00:00 GMT+0000 (UTC),WAS,PHI,30,19,4,12,0,2,2,4,3,3,1,1,0,0,0,14
Ben,Simmons,Sat Jan 14 2017 00:00:00 GMT+0000 (UTC),PHI,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Richaun,Holmes,Sat Jan 14 2017 00:00:00 GMT+0000 (UTC),PHI,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jerryd,Bayless,Sat Jan 14 2017 00:00:00 GMT+0000 (UTC),PHI,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joel,Embiid,Sat Jan 14 2017 00:00:00 GMT+0000 (UTC),PHI,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chasson,Randle,Sat Jan 14 2017 00:00:00 GMT+0000 (UTC),PHI,WAS,5,31,1,1,1,1,0,0,0,0,0,1,0,0,0,3
Timothe,Luwawu-Cabarrot,Sat Jan 14 2017 00:00:00 GMT+0000 (UTC),PHI,WAS,25,39,5,10,2,3,0,2,2,4,2,0,0,3,1,-5
Dario,Saric,Sat Jan 14 2017 00:00:00 GMT+0000 (UTC),PHI,WAS,25,48,3,7,2,5,1,2,0,4,1,1,0,2,2,-5
Sergio,Rodriguez,Sat Jan 14 2017 00:00:00 GMT+0000 (UTC),PHI,WAS,19,59,1,6,1,3,0,0,0,1,2,1,0,0,2,-10
Nerlens,Noel,Sat Jan 14 2017 00:00:00 GMT+0000 (UTC),PHI,WAS,12,32,3,7,0,0,0,0,5,7,0,0,0,3,5,-8
Gerald,Henderson,Sat Jan 14 2017 00:00:00 GMT+0000 (UTC),PHI,WAS,15,24,1,4,0,2,1,2,0,1,4,0,1,1,1,-8
T.J.,McConnell,Sat Jan 14 2017 00:00:00 GMT+0000 (UTC),PHI,WAS,22,30,2,8,0,1,0,0,0,3,6,1,0,1,3,-7
Nik,Stauskas,Sat Jan 14 2017 00:00:00 GMT+0000 (UTC),PHI,WAS,29,16,1,9,0,7,0,0,0,2,3,0,0,2,2,-1
Jahlil,Okafor,Sat Jan 14 2017 00:00:00 GMT+0000 (UTC),PHI,WAS,35,28,10,16,0,0,6,11,5,4,0,1,1,3,2,-6
Ersan,Ilyasova,Sat Jan 14 2017 00:00:00 GMT+0000 (UTC),PHI,WAS,25,32,7,13,3,5,1,2,3,4,1,1,0,0,1,-14
Robert,Covington,Sat Jan 14 2017 00:00:00 GMT+0000 (UTC),PHI,WAS,22,21,2,6,1,4,2,2,0,4,1,0,0,1,0,-9
Pau,Gasol,Thu Feb 02 2017 00:00:00 GMT+0000 (UTC),SAS,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LaMarcus,Aldridge,Thu Feb 02 2017 00:00:00 GMT+0000 (UTC),SAS,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bryn,Forbes,Thu Feb 02 2017 00:00:00 GMT+0000 (UTC),SAS,PHI,3,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Dejounte,Murray,Thu Feb 02 2017 00:00:00 GMT+0000 (UTC),SAS,PHI,5,2,0,2,0,1,0,0,0,0,1,0,0,2,1,-4
Jonathon,Simmons,Thu Feb 02 2017 00:00:00 GMT+0000 (UTC),SAS,PHI,19,12,3,8,0,1,5,6,0,3,0,0,1,0,2,11
Kyle,Anderson,Thu Feb 02 2017 00:00:00 GMT+0000 (UTC),SAS,PHI,24,15,1,3,0,0,2,2,0,5,3,3,1,3,1,15
Joel,Anthony,Thu Feb 02 2017 00:00:00 GMT+0000 (UTC),SAS,PHI,12,34,2,3,0,0,0,0,2,2,0,1,1,0,1,-5
David,Lee,Thu Feb 02 2017 00:00:00 GMT+0000 (UTC),SAS,PHI,17,3,4,7,0,0,4,6,3,6,1,2,2,3,1,4
Patty,Mills,Thu Feb 02 2017 00:00:00 GMT+0000 (UTC),SAS,PHI,17,37,5,9,2,3,0,0,0,2,4,0,0,1,1,6
Manu,Ginobili,Thu Feb 02 2017 00:00:00 GMT+0000 (UTC),SAS,PHI,9,5,0,3,0,1,2,3,0,3,2,1,0,2,2,-4
Tony,Parker,Thu Feb 02 2017 00:00:00 GMT+0000 (UTC),SAS,PHI,25,39,0,5,0,0,1,2,0,3,6,1,0,0,1,7
Danny,Green,Thu Feb 02 2017 00:00:00 GMT+0000 (UTC),SAS,PHI,28,36,5,10,2,5,0,0,1,3,0,2,0,0,3,6
Dewayne,Dedmon,Thu Feb 02 2017 00:00:00 GMT+0000 (UTC),SAS,PHI,22,20,5,7,0,0,3,3,2,8,1,1,2,2,4,17
Davis,Bertans,Thu Feb 02 2017 00:00:00 GMT+0000 (UTC),SAS,PHI,30,2,5,14,2,8,0,0,2,4,3,2,0,2,2,19
Kawhi,Leonard,Thu Feb 02 2017 00:00:00 GMT+0000 (UTC),SAS,PHI,25,17,8,17,0,2,3,5,4,4,5,2,2,4,1,8
Ben,Simmons,Thu Feb 02 2017 00:00:00 GMT+0000 (UTC),PHI,SAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jerryd,Bayless,Thu Feb 02 2017 00:00:00 GMT+0000 (UTC),PHI,SAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nerlens,Noel,Thu Feb 02 2017 00:00:00 GMT+0000 (UTC),PHI,SAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gerald,Henderson,Thu Feb 02 2017 00:00:00 GMT+0000 (UTC),PHI,SAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joel,Embiid,Thu Feb 02 2017 00:00:00 GMT+0000 (UTC),PHI,SAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert,Covington,Thu Feb 02 2017 00:00:00 GMT+0000 (UTC),PHI,SAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sergio,Rodriguez,Thu Feb 02 2017 00:00:00 GMT+0000 (UTC),PHI,SAS,17,24,3,7,1,1,1,2,0,2,4,2,0,4,2,0
Chasson,Randle,Thu Feb 02 2017 00:00:00 GMT+0000 (UTC),PHI,SAS,14,58,2,6,1,2,0,0,0,1,1,0,0,0,2,1
Richaun,Holmes,Thu Feb 02 2017 00:00:00 GMT+0000 (UTC),PHI,SAS,18,30,1,4,0,0,2,6,2,4,1,0,1,0,1,4
Timothe,Luwawu-Cabarrot,Thu Feb 02 2017 00:00:00 GMT+0000 (UTC),PHI,SAS,29,44,3,10,1,3,2,2,1,1,1,0,1,3,1,-8
T.J.,McConnell,Thu Feb 02 2017 00:00:00 GMT+0000 (UTC),PHI,SAS,31,32,2,5,0,1,0,0,0,5,7,2,1,3,3,-14
Nik,Stauskas,Thu Feb 02 2017 00:00:00 GMT+0000 (UTC),PHI,SAS,28,11,2,10,2,5,2,2,1,3,1,1,1,1,3,-18
Jahlil,Okafor,Thu Feb 02 2017 00:00:00 GMT+0000 (UTC),PHI,SAS,25,8,4,12,0,0,1,1,3,6,3,0,0,1,3,-13
Ersan,Ilyasova,Thu Feb 02 2017 00:00:00 GMT+0000 (UTC),PHI,SAS,38,54,8,17,2,6,7,8,3,7,2,4,1,4,5,-15
Dario,Saric,Thu Feb 02 2017 00:00:00 GMT+0000 (UTC),PHI,SAS,35,39,5,17,2,7,2,2,4,5,1,1,0,7,3,-17
Tim,Quarterman,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),POR,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jake,Layman,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),POR,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Festus,Ezeli,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),POR,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shabazz,Napier,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),POR,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meyers,Leonard,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),POR,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pat,Connaughton,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),POR,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ed,Davis,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),POR,DAL,16,17,2,2,0,0,1,2,1,1,0,0,0,0,2,2
Al-Farouq,Aminu,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),POR,DAL,37,15,5,10,4,8,0,0,0,8,1,0,0,0,1,7
Maurice,Harkless,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),POR,DAL,19,54,1,5,0,2,0,0,1,1,0,0,1,1,1,-6
Allen,Crabbe,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),POR,DAL,23,4,1,4,1,1,2,2,0,0,0,1,0,0,5,-4
Damian,Lillard,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),POR,DAL,37,58,4,20,1,8,4,5,2,7,6,0,1,2,3,-1
CJ,McCollum,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),POR,DAL,35,28,11,20,2,7,4,4,2,5,6,0,1,2,5,2
Mason,Plumlee,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),POR,DAL,31,13,4,7,0,0,1,2,4,5,0,1,1,1,2,-2
Noah,Vonleh,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),POR,DAL,7,17,2,3,0,0,0,2,2,1,0,0,0,0,0,-15
Evan,Turner,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),POR,DAL,31,34,10,17,1,4,3,3,0,4,3,1,0,3,0,-3
AJ,Hammons,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),DAL,POR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrew,Bogut,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),DAL,POR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.J.,Barea,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),DAL,POR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deron,Williams,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),DAL,POR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Devin,Harris,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),DAL,POR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicolas,Brussino,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),DAL,POR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Justin,Anderson,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),DAL,POR,2,55,0,1,0,1,0,0,0,1,0,0,0,0,0,-1
Dwight,Powell,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),DAL,POR,8,4,1,1,0,0,1,2,0,2,0,1,0,0,3,-5
Salah,Mejri,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),DAL,POR,17,35,0,0,0,0,4,4,1,4,0,0,3,0,3,-4
Dorian,Finney-Smith,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),DAL,POR,32,45,0,5,0,2,1,2,1,4,1,1,1,0,4,-7
Yogi,Ferrell,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),DAL,POR,39,4,11,17,9,11,1,2,0,2,5,0,0,2,4,3
Seth,Curry,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),DAL,POR,29,23,7,12,1,3,4,4,0,3,2,0,0,0,5,17
Dirk,Nowitzki,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),DAL,POR,32,26,3,9,3,5,0,0,0,5,2,0,0,0,1,13
Harrison,Barnes,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),DAL,POR,37,37,6,14,1,3,0,0,0,7,2,1,0,0,1,6
Wesley,Matthews,Fri Feb 03 2017 00:00:00 GMT+0000 (UTC),DAL,POR,40,11,8,17,3,6,8,9,0,6,3,0,0,2,3,-2
Tim,Quarterman,Tue Jan 31 2017 00:00:00 GMT+0000 (UTC),POR,CHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jake,Layman,Tue Jan 31 2017 00:00:00 GMT+0000 (UTC),POR,CHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Festus,Ezeli,Tue Jan 31 2017 00:00:00 GMT+0000 (UTC),POR,CHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ed,Davis,Tue Jan 31 2017 00:00:00 GMT+0000 (UTC),POR,CHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shabazz,Napier,Tue Jan 31 2017 00:00:00 GMT+0000 (UTC),POR,CHA,3,42,0,1,0,0,0,0,0,0,0,0,0,0,1,-5
Pat,Connaughton,Tue Jan 31 2017 00:00:00 GMT+0000 (UTC),POR,CHA,4,14,2,2,1,1,0,0,0,0,0,0,0,0,0,-7
Meyers,Leonard,Tue Jan 31 2017 00:00:00 GMT+0000 (UTC),POR,CHA,24,48,4,11,2,6,2,2,0,3,4,0,1,0,5,11
Maurice,Harkless,Tue Jan 31 2017 00:00:00 GMT+0000 (UTC),POR,CHA,28,24,5,10,0,2,0,0,3,2,3,0,0,0,1,12
Al-Farouq,Aminu,Tue Jan 31 2017 00:00:00 GMT+0000 (UTC),POR,CHA,28,14,3,8,1,4,0,0,1,9,3,1,0,2,2,15
Allen,Crabbe,Tue Jan 31 2017 00:00:00 GMT+0000 (UTC),POR,CHA,29,0,5,10,3,6,8,8,0,5,0,0,1,0,0,17
Damian,Lillard,Tue Jan 31 2017 00:00:00 GMT+0000 (UTC),POR,CHA,30,50,10,18,2,5,5,5,0,4,4,1,0,1,3,15
CJ,McCollum,Tue Jan 31 2017 00:00:00 GMT+0000 (UTC),POR,CHA,26,26,7,14,2,4,2,2,0,2,4,3,0,1,1,18
Mason,Plumlee,Tue Jan 31 2017 00:00:00 GMT+0000 (UTC),POR,CHA,23,12,2,3,0,0,3,6,3,8,2,2,0,3,0,6
Noah,Vonleh,Tue Jan 31 2017 00:00:00 GMT+0000 (UTC),POR,CHA,19,31,2,9,0,0,0,0,4,6,0,0,0,1,4,0
Evan,Turner,Tue Jan 31 2017 00:00:00 GMT+0000 (UTC),POR,CHA,21,39,2,7,0,3,0,0,0,1,3,1,0,0,1,3
Cody,Zeller,Tue Jan 31 2017 00:00:00 GMT+0000 (UTC),CHA,POR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeremy,Lamb,Tue Jan 31 2017 00:00:00 GMT+0000 (UTC),CHA,POR,6,25,1,4,1,2,0,0,0,2,0,0,0,0,0,2
Treveon,Graham,Tue Jan 31 2017 00:00:00 GMT+0000 (UTC),CHA,POR,6,25,0,1,0,0,0,0,1,0,0,0,0,0,0,2
Christian,Wood,Tue Jan 31 2017 00:00:00 GMT+0000 (UTC),CHA,POR,6,25,0,1,0,1,0,0,0,3,1,0,1,0,0,2
